编码,中文名称,拼音名称,区域级别,上级区域编码,短名字,后缀
530923000000,大山乡,da shan xiang,5,530923,大山,乡
513424000000,大山乡,da shan xiang,5,513424,大山,乡
522302000000,大山镇,da shan zhen,5,522302,大山,镇
520281000000,大山镇,da shan zhen,5,520281,大山,镇
230625000000,大山种羊场,da shan zhong yang chang,5,230624,大山,种
131025000000,大尚屯镇,da shang tun zhen,5,131025,大尚屯,镇
150823000000,大佘太镇,da she tai zhen,5,150823,大佘太,镇
141127000000,大蛇头乡,da she tou xiang,5,141127,大蛇头,乡
130406000000,大社镇,da she zhen,5,130406,大社,镇
431122000000,大盛镇,da sheng zhen,5,431122,大盛,镇
500112000000,大盛镇,da sheng zhen,5,500112,大盛,镇
370784000000,大盛镇,da sheng zhen,5,370784,大盛,镇
522601000000,大十字街道,da shi zi jie dao,5,522601,大十字,街道
500105000000,大石坝街道,da shi ba jie dao,5,500105,大石坝,街道
520123000000,大石布依族乡,da shi bu yi zu xiang,5,520123,大石布依族,乡
500117000000,大石街道,da shi jie dao,5,500117,大石,街道
440113000000,大石街道,da shi jie dao,5,440113,大石,街道
130321000000,大石岭乡,da shi ling xiang,5,130321,大石岭,乡
130802000000,大石庙镇,da shi miao zhen,5,130802,大石庙,镇
410105000000,大石桥街道,da shi qiao jie dao,5,410105,大石桥,街道
511402000000,大石桥街道,da shi qiao jie dao,5,511402,大石桥,街道
431129000000,大石桥乡,da shi qiao xiang,5,431129,大石桥,乡
411326000000,大石桥乡,da shi qiao xiang,5,411326,大石桥,乡
220605000000,大石人镇,da shi ren zhen,5,220605,大石人,镇
652328000000,大石头乡,da shi tou xiang,5,652328,大石头,乡
222403000000,大石头镇,da shi tou zhen,5,222403,大石头,镇
110111000000,大石窝镇,da shi wo zhen,5,110111,大石窝,镇
511621000000,大石乡,da shi xiang,5,511621,大石,乡
340825000000,大石乡,da shi xiang,5,340825,大石,乡
500231000000,大石乡,da shi xiang,5,500231,大石,乡
361103000000,大石乡,da shi xiang,5,361103,大石,乡
510524000000,大石乡,da shi xiang,5,510524,大石,乡
152221000000,大石寨镇,da shi zhai zhen,5,152221,大石寨,镇
620523000000,大石镇,da shi zhen,5,620523,大石,镇
510921000000,大石镇,da shi zhen,5,510921,大石,镇
510802000000,大石镇,da shi zhen,5,510802,大石,镇
130827000000,大石柱子乡,da shi zhu zi xiang,5,130827,大石柱子,乡
330624000000,大市聚镇,da shi ju zhen,5,330624,大市聚,镇
321102000000,大市口街道,da shi kou jie dao,5,321102,大市口,街道
430481000000,大市镇,da shi zhen,5,430481,大市,镇
210782000000,大市镇,da shi zhen,5,210782,大市,镇
370883000000,大束镇,da shu zhen,5,370883,大束,镇
431228000000,大树坳乡,da shu ao xiang,5,431228,大树坳,乡
622926000000,大树乡,da shu xiang,5,622926,大树,乡
360428000000,大树乡,da shu xiang,5,360428,大树,乡
511823000000,大树镇,da shu zhen,5,511823,大树,镇
511703000000,大树镇,da shu zhen,5,511703,大树,镇
500236000000,大树镇,da shu zhen,5,500236,大树,镇
341124000000,大墅镇,da shu zhen,5,341124,大墅,镇
330127000000,大墅镇,da shu zhen,5,330127,大墅,镇
150429000000,大双庙镇,da shuang miao zhen,5,150429,大双庙,镇
371003000000,大水泊镇,da shui bo zhen,5,371003,大水泊,镇
532531000000,大水沟乡,da shui gou xiang,5,532531,大水沟,乡
530324000000,大水井乡,da shui jing xiang,5,530324,大水井,乡
623025000000,大水军牧场,da shui jun mu chang,5,623025,大,水军
640323000000,大水坑镇,da shui keng zhen,5,640323,大水坑,镇
130822000000,大水泉乡,da shui quan xiang,5,130822,大水泉,乡
431223000000,大水田乡,da shui tian xiang,5,431223,大水田,乡
430524000000,大水田乡,da shui tian xiang,5,430524,大水田,乡
520521000000,大水彝族苗族布依族乡,da shui yi zu miao zu bu yi zu xiang,5,520521,大水彝族苗族布依族,乡
500102000000,大顺乡,da shun xiang,5,500102,大顺,乡
340422000000,大顺镇,da shun zhen,5,340422,大顺,镇
211224000000,大四家子镇,da si jia zi zhen,5,211224,大四家子,镇
210922000000,大四家子镇,da si jia zi zhen,5,210922,大四家子,镇
210422000000,大四平镇,da si ping zhen,5,210422,大四平,镇
230921000000,大四站镇,da si zhan zhen,5,230921,大四站,镇
530921000000,大寺乡,da si xiang,5,530921,大寺,乡
450703000000,大寺镇,da si zhen,5,450703,大寺,镇
120111000000,大寺镇,da si zhen,5,120111,大寺,镇
321203000000,大泗镇,da si zhen,5,321203,大泗,镇
210423000000,大苏河乡,da su he xiang,5,210423,大苏河,乡
130725000000,大苏计乡,da su ji xiang,5,130725,大苏计,乡
220204000000,大绥河镇,da sui he zhen,5,220204,大绥河,镇
110113000000,大孙各庄镇,da sun ge zhuang zhen,5,110113,大孙各庄,镇
371481000000,大孙乡,da sun xiang,5,371481,大孙,乡
110109000000,大台街道,da tai jie dao,5,110109,大台,街道
211421000000,大台山果树农场,da tai shan guo shu nong chang,5,211421,大台山果树,农场
130624000000,大台乡,da tai xiang,5,130624,大台,乡
511703000000,大滩乡,da tan xiang,5,511703,大滩,乡
150927000000,大滩乡,da tan xiang,5,150927,大滩,乡
510812000000,大滩镇,da tan zhen,5,510812,大滩,镇
620621000000,大滩镇,da tan zhen,5,620621,大滩,镇
130826000000,大滩镇,da tan zhen,5,130826,大滩,镇
210214000000,大谭街道,da tan jie dao,5,210214,大谭,街道
341024000000,大坦乡,da tan xiang,5,341024,大坦,乡
330681000000,大唐镇,da tang zhen,5,330681,大唐,镇
120115000000,大唐庄镇,da tang zhuang zhen,5,120115,大唐庄,镇
360722000000,大塘埠镇,da tang bu zhen,5,360722,大塘埠,镇
450405000000,大塘街道,da tang jie dao,5,450405,大塘,街道
440104000000,大塘街道,da tang jie dao,5,440104,大塘,街道
360112000000,大塘坪乡,da tang ping xiang,5,360112,大塘坪,乡
361127000000,大塘乡,da tang xiang,5,361127,大塘,乡
450902000000,大塘镇,da tang zhen,5,450902,大塘,镇
522727000000,大塘镇,da tang zhen,5,522727,大塘,镇
450381000000,大塘镇,da tang zhen,5,450381,大塘,镇
451321000000,大塘镇,da tang zhen,5,451321,大塘,镇
522634000000,大塘镇,da tang zhen,5,522634,大塘,镇
440607000000,大塘镇,da tang zhen,5,440607,大塘,镇
450108000000,大塘镇,da tang zhen,5,450108,大塘,镇
431027000000,大塘镇,da tang zhen,5,431027,大塘,镇
440205000000,大塘镇,da tang zhen,5,440205,大塘,镇
510131000000,大塘镇,da tang zhen,5,510131,大塘,镇
511822000000,大田坝乡,da tian ba xiang,5,511822,大田坝,乡
530524000000,大田坝镇,da tian ba zhen,5,530524,大田坝,镇
371723000000,大田集镇,da tian ji zhen,5,371723,大田集,镇
331082000000,大田街道,da tian jie dao,5,331082,大田,街道
130727000000,大田洼乡,da tian wa xiang,5,130727,大田洼,乡
360704000000,大田乡,da tian xiang,5,360704,大田,乡
350429000000,大田乡,da tian xiang,5,350429,大田,乡
330723000000,大田乡,da tian xiang,5,330723,大田,乡
511823000000,大田乡,da tian xiang,5,511823,大田,乡
520523000000,大田彝族苗族布依族乡,da tian yi zu miao zu bu yi zu xiang,5,520523,大田彝族苗族布依族,乡
469007000000,大田镇,da tian zhen,5,469007,大田,镇
440785000000,大田镇,da tian zhen,5,440785,大田,镇
510411000000,大田镇,da tian zhen,5,510411,大田,镇
371325000000,大田庄乡,da tian zhuang xiang,5,371325,大田庄,乡
230304000000,大通沟街道,da tong gou jie dao,5,230304,大通沟,街道
230524000000,大通河乡,da tong he xiang,5,230524,大通河,乡
340402000000,大通街道,da tong jie dao,5,340402,大通,街道
220881000000,大通乡,da tong xiang,5,220881,大通,乡
340711000000,大通镇,da tong zhen,5,340711,大通,镇
341181000000,大通镇,da tong zhen,5,341181,大通,镇
511304000000,大通镇,da tong zhen,5,511304,大通,镇
421083000000,大同湖管理区,da tong hu guan li qu,5,421083,大同湖管理,区
350212000000,大同街道,da tong jie dao,5,350212,大同,街道
460106000000,大同街道,da tong jie dao,5,460106,大同,街道
653131000000,大同乡,da tong xiang,5,653131,大同,乡
513427000000,大同乡,da tong xiang,5,513427,大同,乡
511304000000,大同乡,da tong xiang,5,511304,大同,乡
510183000000,大同乡,da tong xiang,5,510183,大同,乡
451224000000,大同乡,da tong xiang,5,451224,大同,乡
522628000000,大同乡,da tong xiang,5,522628,大同,乡
150924000000,大同夭乡,da tong yao xiang,5,150924,大同夭,乡
230606000000,大同镇,da tong zhen,5,230606,大同,镇
610902000000,大同镇,da tong zhen,5,610902,大同,镇
350821000000,大同镇,da tong zhen,5,350821,大同,镇
510113000000,大同镇,da tong zhen,5,510113,大同,镇
520381000000,大同镇,da tong zhen,5,520381,大同,镇
620121000000,大同镇,da tong zhen,5,620121,大同,镇
500243000000,大同镇,da tong zhen,5,500243,大同,镇
130481000000,大同镇,da tong zhen,5,130481,大同,镇
330182000000,大同镇,da tong zhen,5,330182,大同,镇
421126000000,大同镇,da tong zhen,5,421126,大同,镇
230606000000,大同镇街道,da tong zhen jie dao,5,230606,大同镇,街道
130828000000,大头山乡,da tou shan xiang,5,130828,大头山,乡
310115000000,大团镇,da tuan zhen,5,310115,大团,镇
371082000000,大疃镇,da tuan zhen,5,371082,大疃,镇
110105000000,大屯街道,da tun jie dao,5,110105,大屯,街道
320322000000,大屯街道,da tun jie dao,5,320322,大屯,街道
130824000000,大屯满族乡,da tun man zu xiang,5,130824,大屯满族,乡
130581000000,大屯乡,da tun xiang,5,130581,大屯,乡
513434000000,大屯乡,da tun xiang,5,513434,大屯,乡
130526000000,大屯乡,da tun xiang,5,130526,大屯,乡
410922000000,大屯乡,da tun xiang,5,410922,大屯,乡
210782000000,大屯乡,da tun xiang,5,210782,大屯,乡
520502000000,大屯彝族乡,da tun yi zu xiang,5,520502,大屯彝族,乡
430182000000,大屯营镇,da tun ying zhen,5,430182,大屯营,镇
371728000000,大屯镇,da tun zhen,5,371728,大屯,镇
131182000000,大屯镇,da tun zhen,5,131182,大屯,镇
211422000000,大屯镇,da tun zhen,5,211422,大屯,镇
210311000000,大屯镇,da tun zhen,5,210311,大屯,镇
220821000000,大屯镇,da tun zhen,5,220821,大屯,镇
341322000000,大屯镇,da tun zhen,5,341322,大屯,镇
532501000000,大屯镇,da tun zhen,5,532501,大屯,镇
430103000000,大托铺街道,da tuo pu jie dao,5,430103,大托铺,街道
211104000000,大洼街道,da wa jie dao,5,211104,大洼,街道
220702000000,大洼镇,da wa zhen,5,220702,大洼,镇
211224000000,大洼镇,da wa zhen,5,211224,大洼,镇
510113000000,大弯街道,da wan jie dao,5,510113,大弯,街道
650102000000,大湾街道,da wan jie dao,5,650102,大湾,街道
513424000000,大湾乡,da wan xiang,5,513424,大湾,乡
640424000000,大湾乡,da wan xiang,5,640424,大湾,乡
450881000000,大湾镇,da wan zhen,5,450881,大湾,镇
500112000000,大湾镇,da wan zhen,5,500112,大湾,镇
445322000000,大湾镇,da wan zhen,5,445322,大湾,镇
520201000000,大湾镇,da wan zhen,5,520201,大湾,镇
530627000000,大湾镇,da wan zhen,5,530627,大湾,镇
441204000000,大湾镇,da wan zhen,5,441204,大湾,镇
441881000000,大湾镇,da wan zhen,5,441881,大湾,镇
451302000000,大湾镇,da wan zhen,5,451302,大湾,镇
652926000000,大宛其农场,da wan qi nong chang,5,652926,大宛其,农场
130609000000,大王店镇,da wang dian zhen,5,130609,大王店,镇
120114000000,大王古庄镇,da wang gu zhuang zhen,5,120114,大王古庄,镇
411481000000,大王集镇,da wang ji zhen,5,411481,大王集,镇
341103000000,大王街道,da wang jie dao,5,341103,大王,街道
211421000000,大王庙镇,da wang miao zhen,5,211421,大王庙,镇
371522000000,大王寨镇,da wang zhai zhen,5,371522,大王寨,镇
211382000000,大王杖子乡,da wang zhang zi xiang,5,211382,大王杖子,乡
420222000000,大王镇,da wang zhen,5,420222,大王,镇
610118000000,大王镇,da wang zhen,5,610118,大王,镇
140830000000,大王镇,da wang zhen,5,140830,大王,镇
130632000000,大王镇,da wang zhen,5,130632,大王,镇
370523000000,大王镇,da wang zhen,5,370523,大王,镇
511321000000,大王镇,da wang zhen,5,511321,大王,镇
411282000000,大王镇,da wang zhen,5,411282,大王,镇
120102000000,大王庄街道,da wang zhuang jie dao,5,120102,大王庄,街道
411622000000,大王庄乡,da wang zhuang xiang,5,411622,大王庄,乡
370116000000,大王庄镇,da wang zhuang zhen,5,370116,大王庄,镇
511181000000,大为镇,da wei zhen,5,511181,大为,镇
340111000000,大圩镇,da wei zhen,5,340111,大圩,镇
450802000000,大圩镇,da wei zhen,5,450802,大圩,镇
450323000000,大圩镇,da wei zhen,5,450323,大圩,镇
431129000000,大圩镇,da wei zhen,5,431129,大圩,镇
131026000000,大围河回族满族乡,da wei he hui zu man zu xiang,5,131026,大围河回族满族,乡
430181000000,大围山镇,da wei shan zhen,5,430181,大围山,镇
410183000000,大隗镇,da wei zhen,5,410183,大隗,镇
210213000000,大魏家街道,da wei jia jie dao,5,210213,大魏家,街道
530925000000,大文乡,da wen xiang,5,530925,大文,乡
370911000000,大汶口镇,da wen kou zhen,5,370911,大汶口,镇
511525000000,大窝镇,da wo zhen,5,511525,大窝,镇
520329000000,大乌江镇,da wu jiang zhen,5,520329,大乌江,镇
232721000000,大乌苏镇,da wu su zhen,5,232721,大乌苏,镇
130321000000,大巫岚镇,da wu lan zhen,5,130321,大巫岚,镇
430525000000,大屋瑶族乡,da wu yao zu xiang,5,430525,大屋瑶族,乡
320305000000,大吴街道,da wu jie dao,5,320305,大吴,街道
210921000000,大五家子镇,da wu jia zi zhen,5,210921,大五家子,镇
130283000000,大五里乡,da wu li xiang,5,130283,大五里,乡
130683000000,大五女镇,da wu nu zhen,5,130683,大五女,镇
411424000000,大仵乡,da wu xiang,5,411424,大仵,乡
370481000000,大坞镇,da wu zhen,5,370481,大坞,镇
411623000000,大武乡,da wu xiang,5,411623,大武,乡
632621000000,大武乡,da wu xiang,5,632621,大武,乡
632621000000,大武镇,da wu zhen,5,632621,大武,镇
141128000000,大武镇,da wu zhen,5,141128,大武,镇
210624000000,大西岔镇,da xi cha zhen,5,210624,大西岔,镇
654023000000,大西沟乡,da xi gou xiang,5,654023,大西沟,乡
130407000000,大西韩乡,da xi han xiang,5,130407,大西韩,乡
231122000000,大西江农场,da xi jiang nong chang,5,231121,大西江,农场
450324000000,大西江镇,da xi jiang zhen,5,450324,大西江,镇
210103000000,大西街道,da xi jie dao,5,210103,大西,街道
230708000000,大西林林场,da xi lin lin chang,5,230708,大西林,林场
520402000000,大西桥镇,da xi qiao zhen,5,520402,大西桥,镇
652301000000,大西渠镇,da xi qu zhen,5,652301,大西渠,镇
130722000000,大西湾乡,da xi wan xiang,5,130722,大西湾,乡
330824000000,大溪边乡,da xi bian xiang,5,330824,大溪边,乡
500103000000,大溪沟街道,da xi gou jie dao,5,500103,大溪沟,街道
341126000000,大溪河镇,da xi he zhen,5,341126,大溪河,镇
330723000000,大溪口乡,da xi kou xiang,5,330723,大溪口,乡
500241000000,大溪乡,da xi xiang,5,500241,大溪,乡
361127000000,大溪乡,da xi xiang,5,361127,大溪,乡
500237000000,大溪乡,da xi xiang,5,500237,大溪,乡
511827000000,大溪乡,da xi xiang,5,511827,大溪,乡
350803000000,大溪乡,da xi xiang,5,350803,大溪,乡
331081000000,大溪镇,da xi zhen,5,331081,大溪,镇
445222000000,大溪镇,da xi zhen,5,445222,大溪,镇
350628000000,大溪镇,da xi zhen,5,350628,大溪,镇
500242000000,大溪镇,da xi zhen,5,500242,大溪,镇
431129000000,大锡乡,da xi xiang,5,431129,大锡,乡
130225000000,大相各庄乡,da xiang ge zhuang xiang,5,130225,大相各庄,乡
620523000000,大像山镇,da xiang shan zhen,5,620523,大像山,镇
141181000000,大孝堡乡,da xiao bao xiang,5,141181,大孝堡,乡
500240000000,大歇镇,da xie zhen,5,500240,大歇,镇
371724000000,大谢集镇,da xie ji zhen,5,371724,大谢集,镇
330206000000,大榭街道,da xie jie dao,5,330206,大榭,街道
370684000000,大辛店镇,da xin dian zhen,5,370684,大辛店,镇
371581000000,大辛庄街道,da xin zhuang jie dao,5,371581,大辛庄,街道
130434000000,大辛庄乡,da xin zhuang xiang,5,130434,大辛庄,乡
140403000000,大辛庄镇,da xin zhuang zhen,5,140403,大辛庄,镇
130682000000,大辛庄镇,da xin zhuang zhen,5,130682,大辛庄,镇
520502000000,大新桥街道,da xin qiao jie dao,5,520502,大新桥,街道
510725000000,大新乡,da xin xiang,5,510725,大新,乡
130306000000,大新寨镇,da xin zhai zhen,5,130306,大新寨,镇
420922000000,大新镇,da xin zhen,5,420922,大新,镇
450821000000,大新镇,da xin zhen,5,450821,大新,镇
411621000000,大新镇,da xin zhen,5,411621,大新,镇
341222000000,大新镇,da xin zhen,5,341222,大新,镇
640104000000,大新镇,da xin zhen,5,640104,大新,镇
430522000000,大新镇,da xin zhen,5,430522,大新,镇
340322000000,大新镇,da xin zhen,5,340322,大新,镇
320582000000,大新镇,da xin zhen,5,320582,大新,镇
410724000000,大新庄乡,da xin zhuang xiang,5,410724,大新庄,乡
130207000000,大新庄镇,da xin zhuang zhen,5,130207,大新庄,镇
370215000000,大信镇,da xin zhen,5,370215,大信,镇
150723000000,大兴安岭管理局诺敏河农场,da xing an ling guan li ju nuo min he nong chang,5,150723,大兴安岭管理局诺敏河,农场
150723000000,大兴安岭林管局毕拉河林业局,da xing an ling lin guan ju bi la he lin ye ju,5,150723,大兴安岭林管局毕拉河,林业局
150723000000,大兴安岭林管局库都尔林业局,da xing an ling lin guan ju ku dou er lin ye ju,5,150723,大兴安岭林管局库都尔,林业局
150723000000,大兴安岭林管局乌尔其汗林业局,da xing an ling lin guan ju wu er qi han lin ye ju,5,150723,大兴安岭林管局乌尔其汗,林业局
150723000000,大兴安岭林管局伊图里河林业局,da xing an ling lin guan ju yi tu li he lin ye ju,5,150723,大兴安岭林管局伊图里河,林业局
150723000000,大兴安岭农场管理局东方红农场,da xing an ling nong chang guan li ju dong fang hong nong chang,5,150723,大兴安岭农场管理局东方红,农场
150723000000,大兴安岭农场管理局古里农场,da xing an ling nong chang guan li ju gu li nong chang,5,150723,大兴安岭农场管理局古里,农场
150723000000,大兴安岭农场管理局欧肯河农场,da xing an ling nong chang guan li ju ou ken he nong chang,5,150723,大兴安岭农场管理局欧肯河,农场
150723000000,大兴安岭农场管理局扎赉河农场,da xing an ling nong chang guan li ju za lai he nong chang,5,150723,大兴安岭农场管理局扎赉河,农场
150723000000,大兴安岭农场宜里农场,da xing an ling nong chang yi li nong chang,5,150723,大兴安岭农场宜里,农场
150723000000,大兴安岭农工商联合公司,da xing an ling nong gong shang lian he gong si,5,150723,大兴安岭,农工商
533301000000,大兴地镇,da xing di zhen,5,533301,大兴地,镇
222424000000,大兴沟镇,da xing gou zhen,5,222424,大兴沟,镇
510723000000,大兴回族乡,da xing hui zu xiang,5,510723,大兴回族,乡
230104000000,大兴街道,da xing jie dao,5,230104,大兴,街道
410202000000,大兴街道,da xing jie dao,5,410202,大兴,街道
210114000000,大兴街道,da xing jie dao,5,210114,大兴,街道
520628000000,大兴街道,da xing jie dao,5,520628,大兴,街道
230883000000,大兴农场,da xing nong chang,5,230882,大兴,农场
230622000000,大兴乡,da xing xiang,5,230622,大兴,乡
210726000000,大兴乡,da xing xiang,5,210726,大兴,乡
511921000000,大兴乡,da xing xiang,5,511921,大兴,乡
511123000000,大兴乡,da xing xiang,5,511123,大兴,乡
513401000000,大兴乡,da xing xiang,5,513401,大兴,乡
530926000000,大兴乡,da xing xiang,5,530926,大兴,乡
511304000000,大兴乡,da xing xiang,5,511304,大兴,乡
211404000000,大兴乡,da xing xiang,5,211404,大兴,乡
451228000000,大兴镇,da xing zhen,5,451228,大兴,镇
532531000000,大兴镇,da xing zhen,5,532531,大兴,镇
530724000000,大兴镇,da xing zhen,5,530724,大兴,镇
321311000000,大兴镇,da xing zhen,5,321311,大兴,镇
511802000000,大兴镇,da xing zhen,5,511802,大兴,镇
500120000000,大兴镇,da xing zhen,5,500120,大兴,镇
220722000000,大兴镇,da xing zhen,5,220722,大兴,镇
371329000000,大兴镇,da xing zhen,5,371329,大兴,镇
510131000000,大兴镇,da xing zhen,5,510131,大兴,镇
340421000000,大兴镇,da xing zhen,5,340421,大兴,镇
210682000000,大兴镇,da xing zhen,5,210682,大兴,镇
211224000000,大兴镇,da xing zhen,5,211224,大兴,镇
230224000000,大兴镇,da xing zhen,5,230224,大兴,镇
220421000000,大兴镇,da xing zhen,5,220421,大兴,镇
530625000000,大兴镇,da xing zhen,5,530625,大兴,镇
340102000000,大兴镇,da xing zhen,5,340102,大兴,镇
110117000000,大兴庄镇,da xing zhuang zhen,5,110117,大兴庄,镇
411624000000,大邢庄乡,da xing zhuang xiang,5,411624,大邢庄,乡
513224000000,大姓乡,da xing xiang,5,513224,大姓,乡
431323000000,大熊山国有林场,da xiong shan guo you lin chang,5,431322,大熊山国有,林场
330225000000,大徐镇,da xu zhen,5,330225,大徐,镇
411627000000,大许寨乡,da xu zhai xiang,5,411627,大许寨,乡
320312000000,大许镇,da xu zhen,5,320312,大许,镇
210711000000,大薛街道,da xue jie dao,5,210711,大薛,街道
150105000000,大学东路街道,da xue dong lu jie dao,5,150105,大学东路,街道
410103000000,大学路街道,da xue lu jie dao,5,410103,大学路,街道
150105000000,大学西路街道,da xue xi lu jie dao,5,150105,大学西路,街道
330328000000,大峃镇,da xue zhen,5,330328,大峃,镇
530923000000,大雪山彝族拉祜族傣族乡,da xue shan yi zu la hu zu dai zu xiang,5,530923,大雪山彝族拉祜族傣族,乡
511527000000,大雪山镇,da xue shan zhen,5,511527,大雪山,镇
230524000000,大牙克林场,da ya ke lin chang,5,230524,大牙克,林场
500243000000,大垭乡,da e xiang,5,500243,大垭,乡
140927000000,大严备乡,da yan bei xiang,5,140927,大严备,乡
513437000000,大岩洞乡,da yan dong xiang,5,513437,大岩洞,乡
530702000000,大研街道,da yan jie dao,5,530702,大研,街道
341722000000,大演乡,da yan xiang,5,341722,大演,乡
430723000000,大堰垱镇,da yan dang zhen,5,430723,大堰垱,镇
420528000000,大堰乡,da yan xiang,5,420528,大堰,乡
511703000000,大堰乡,da yan xiang,5,511703,大堰,乡
330213000000,大堰镇,da yan zhen,5,330213,大堰,镇
510781000000,大堰镇,da yan zhen,5,510781,大堰,镇
420684000000,大雁工业园区,da yan gong ye yuan qu,5,420684,大雁工业,园区
150724000000,大雁马铃薯高新技术示范园区,da yan ma ling shu gao xin ji shu shi fan yuan qu,5,150724,大雁马铃薯高新技术示范,园区
610113000000,大雁塔街道,da yan ta jie dao,5,610113,大雁塔,街道
150724000000,大雁镇,da yan zhen,5,150724,大雁,镇
532529000000,大羊街乡,da yang jie xiang,5,532529,大羊街,乡
370923000000,大羊镇,da yang zhen,5,370923,大羊,镇
220605000000,大阳岔镇,da yang cha zhen,5,220605,大阳岔,镇
620525000000,大阳镇,da yang zhen,5,620525,大阳,镇
141002000000,大阳镇,da yang zhen,5,141002,大阳,镇
500235000000,大阳镇,da yang zhen,5,500235,大阳,镇
220421000000,大阳镇,da yang zhen,5,220421,大阳,镇
140525000000,大阳镇,da yang zhen,5,140525,大阳,镇
411425000000,大杨集镇,da yang ji zhen,5,411425,大杨集,镇
150723000000,大杨树林业局,da yang shu lin ye ju,5,150723,大杨树,林业局
150723000000,大杨树镇,da yang shu zhen,5,150723,大杨树,镇
341324000000,大杨乡,da yang xiang,5,341324,大杨,乡
610424000000,大杨镇,da yang zhen,5,610424,大杨,镇
341602000000,大杨镇,da yang zhen,5,341602,大杨,镇
340103000000,大杨镇,da yang zhen,5,340103,大杨,镇
320902000000,大洋街道,da yang jie dao,5,320902,大洋,街道
331082000000,大洋街道,da yang jie dao,5,331082,大洋,街道
350303000000,大洋乡,da yang xiang,5,350303,大洋,乡
130627000000,大洋乡,da yang xiang,5,130627,大洋,乡
330182000000,大洋镇,da yang zhen,5,330182,大洋,镇
450881000000,大洋镇,da yang zhen,5,450881,大洋,镇
331122000000,大洋镇,da yang zhen,5,331122,大洋,镇
350125000000,大洋镇,da yang zhen,5,350125,大洋,镇
360824000000,大洋洲镇,da yang zhou zhen,5,360824,大洋洲,镇
370612000000,大窑街道,da yao jie dao,5,370612,大窑,街道
210213000000,大窑湾街道,da yao wan jie dao,5,210213,大窑湾,街道
430181000000,大瑶镇,da yao zhen,5,430181,大瑶,镇
410185000000,大冶镇,da ye zhen,5,410185,大冶,镇
450481000000,大业镇,da ye zhen,5,450481,大业,镇
210781000000,大业镇,da ye zhen,5,210781,大业,镇
230506000000,大叶沟林场,da ye gou lin chang,5,230506,大叶沟,林场
511324000000,大仪镇,da yi zhen,5,511324,大仪,镇
321081000000,大仪镇,da yi zhen,5,321081,大仪,镇
511725000000,大义乡,da yi xiang,5,511725,大义,乡
430481000000,大义镇,da yi zhen,5,430481,大义,镇
371724000000,大义镇,da yi zhen,5,371724,大义,镇
130609000000,大因镇,da yin zhen,5,130609,大因,镇
511324000000,大寅镇,da yin zhen,5,511324,大寅,镇
520502000000,大银镇,da yin zhen,5,520502,大银,镇
131124000000,大尹村镇,da yin cun zhen,5,131124,大尹村,镇
330281000000,大隐镇,da yin zhen,5,330281,大隐,镇
510727000000,大印镇,da yin zhen,5,510727,大印,镇
341122000000,大英镇,da ying zhen,5,341122,大英,镇
530402000000,大营街街道,da ying jie jie dao,5,530402,大营街,街道
120103000000,大营门街道,da ying men jie dao,5,120103,大营门,街道
130725000000,大营盘乡,da ying pan xiang,5,130725,大营盘,乡
532924000000,大营镇,da ying zhen,5,532924,大营,镇
410421000000,大营镇,da ying zhen,5,410421,大营,镇
341302000000,大营镇,da ying zhen,5,341302,大营,镇
210283000000,大营镇,da ying zhen,5,210283,大营,镇
130127000000,大营镇,da ying zhen,5,130127,大营,镇
520425000000,大营镇,da ying zhen,5,520425,大营,镇
130638000000,大营镇,da ying zhen,5,130638,大营,镇
140924000000,大营镇,da ying zhen,5,140924,大营,镇
321281000000,大营镇,da ying zhen,5,321281,大营,镇
411203000000,大营镇,da ying zhen,5,411203,大营,镇
410223000000,大营镇,da ying zhen,5,410223,大营,镇
131121000000,大营镇,da ying zhen,5,131121,大营,镇
211324000000,大营子乡,da ying zi xiang,5,211324,大营子,乡
150424000000,大营子乡,da ying zi xiang,5,150424,大营子,乡
130821000000,大营子乡,da ying zi xiang,5,130821,大营子,乡
210323000000,大营子镇,da ying zi zhen,5,210323,大营子,镇
430802000000,大庸桥街道,da yong qiao jie dao,5,430802,大庸桥,街道
442000000000,大涌镇,da yong zhen,5,442000,大涌,镇
230111000000,大用镇,da yong zhen,5,230111,大用,镇
520203000000,大用镇,da yong zhen,5,520203,大用,镇
360735000000,大由乡,da you xiang,5,360735,大由,乡
230104000000,大有坊街道,da you fang jie dao,5,230104,大有坊,街道
231202000000,大有街道,da you jie dao,5,231202,大有,街道
210781000000,大有农场,da you nong chang,5,210781,大有,农场
511602000000,大有乡,da you xiang,5,511602,大有,乡
140429000000,大有乡,da you xiang,5,140429,大有,乡
320921000000,大有镇,da you zhen,5,320921,大有,镇
652327000000,大有镇,da you zhen,5,652327,大有,镇
522626000000,大有镇,da you zhen,5,522626,大有,镇
500119000000,大有镇,da you zhen,5,500119,大有,镇
140122000000,大盂镇,da yu zhen,5,140122,大盂,镇
530114000000,大渔街道,da yu jie dao,5,530114,大渔,街道
330327000000,大渔镇,da yu zhen,5,330327,大渔,镇
210727000000,大榆树堡镇,da yu shu bao zhen,5,210727,大榆树堡,镇
150921000000,大榆树乡,da yu shu xiang,5,150921,大榆树,乡
230882000000,大榆树镇,da yu shu zhen,5,230882,大榆树,镇
150523000000,大榆树镇,da yu shu zhen,5,150523,大榆树,镇
220381000000,大榆树镇,da yu shu zhen,5,220381,大榆树,镇
